,userid,lat,lng,center
117473,392,38.92820462,-94.69873727,14
669358,2861,33.43324996,-111.90310120000001,0
575521,2357,38.95530022,-119.9431861,5
711494,3073,40.08661322,-75.39225165,43
696129,2998,47.661573,-122.333894,10
302486,977,26.49365753,-81.78962662,7
98770,337,30.26452292,-97.74071821,49
115805,384,33.19715711,-96.61566854,3
109046,362,35.31960957,-97.51261701,25
831096,3463,33.64110311,-112.02369180000001,0
917581,4141,32.94502615,-97.12890385,3
815638,3415,31.43724037,-100.4934122,49
88387,312,30.25764013,-97.75957298,49
595722,2480,42.363040999999996,-71.056574,26
690545,2968,45.92488619,-95.36995411,12
517654,2013,25.63787021,-100.31414509999999,15
221585,687,41.81378437,-73.09720192,1
779398,3301,51.46069761,-0.304664496,2
603900,2541,39.33749222,-76.48491740000001,20
143958,469,36.04145333,-115.135302,21
541829,2193,37.63260364,-122.1020749,5
759084,3236,43.04522882,-87.91072011,17
832674,3464,41.81679934,-73.07218086,1
275465,872,40.74327862,-89.57387565,31
919769,4153,30.38254323,-97.75172198,49
637862,2714,33.02254489,-96.98558807,3
312923,1010,28.60210006,-81.36459589,22
928197,4223,37.78113607,-122.39445079999999,5
480248,1754,33.79699005,-118.1231488,9
881916,3776,30.268696399999996,-97.7456148,49
633004,2697,37.64610975,-122.1017929,5
836574,3479,39.25560002,-76.53988215,20
478565,1741,33.75159996,-96.54598766,3
177084,541,29.60452493,-98.46894622,49
1041100,4794,41.97384118,-87.90046334,17
223927,693,42.36512976,-71.05812192,26
375947,1282,37.17875993,-93.22396287,37
633191,2699,38.96838022,-74.96091247,43
209733,648,39.29744311,-94.71605301,14
471660,1696,29.78386267,-95.51075618,41
145158,469,36.01741366,-115.1181257,21
815460,3413,34.06090983,-117.1827821,46
880185,3769,41.97988697,-87.91033387,17
37340,158,41.89127,-87.62949,17
416257,1426,35.85061339999999,-90.66682935,39
806260,3391,34.67975903,-92.344438,39
209502,648,38.95426953,-94.71819878,14
153758,489,37.785537700000006,-122.42164129999999,5
1016015,4709,33.07045623,-97.08263308,3
502899,1921,34.04003529999999,-118.4631408,9
697438,3003,47.6151609,-122.32771409999998,10
923596,4177,30.26198028,-97.7295041,49
722201,3118,35.53077025,-97.47708967,25
250932,780,34.91474622,-82.26941702,32
84818,291,28.0820903,-82.4034485,22
918862,4149,34.06274722,-83.99123540000001,32
531140,2100,43.63539184,-79.46614981,33
552369,2242,41.07707855,-73.47172916,1
472678,1703,37.42357637,-122.1976926,5
512231,1970,37.72994875,-84.31791899999999,34
530416,2100,43.30817358,-79.84905213,33
479367,1745,34.03093093,-118.27386670000001,9
963946,4485,48.42868442,-123.36949650000001,10
507764,1940,40.76960498,-73.98143048,1
617987,2629,33.45989613,-86.79052517,16
187858,576,39.04096962,-94.58777905,14
718581,3105,32.83126828,-96.78012433,3
95363,332,51.51816741,-0.125959504,2
557501,2274,32.94381125,-97.13045418,3
921643,4161,26.394104,-80.1126709,7
674022,2884,41.29643273,-72.37702343,1
1038318,4792,30.2555522,-97.72989100000001,49
825006,3442,35.6100834,-97.57071575,25
453941,1607,26.11941057,-80.14469504,7
886599,3819,30.25721198,-97.76027362,49
719013,3105,32.88947223,-97.1502757,3
94546,331,37.76909938,-122.42653090000002,5
693040,2971,33.83301867,-118.34810949999999,9
421651,1440,47.67620354,-122.2999744,10
991313,4607,39.48364034,-88.17575455,31
239920,741,42.36249194,-71.08614564,26
98810,337,30.26689064,-97.74568588,49
925095,4197,38.92698205,-95.25445842,14
774981,3287,30.5241402,-97.68663120000001,49
1040877,4794,41.70068075,-86.2361344,17
222054,687,41.8134393,-72.85870766,1
450703,1591,35.12874517,-89.76153016,39
261607,829,38.05535203,-78.58282502,20
929550,4234,37.79568649,-122.39368200000001,5
914426,4090,30.30243689,-97.7858305,49
649339,2769,40.03950502,-86.07766133,34
829086,3454,42.19260251,-71.19770139,26
784770,3328,30.10995462,-97.41205312,49
548903,2217,47.22441785,-122.4669429,10
722294,3118,35.51595032,-97.61885834,25
134875,444,28.55693855,-81.20847672,22
680348,2917,34.06375392,-118.44123700000002,9
920190,4158,41.65025903,-83.53413776,11
92512,323,30.56790542,-97.68974304,49
220379,680,21.29036652,-157.84220430000002,4
1044694,4799,32.57595143,-95.85513643,3
573057,2355,32.8402705,-117.1642382,46
668850,2858,32.89771388,-97.03667879,3
867917,3697,32.84967721,-96.7687583,3
918223,4141,32.78980408,-96.8124477,3
982418,4559,33.77559803,-84.4038713,32
890441,3843,30.2698105,-97.74897025,49
109703,365,37.80621283,-122.43897379999999,5
31794,135,37.61635606,-122.38615039999999,5
146973,472,37.80549799,-122.41210339999999,5
414467,1414,29.63640832,-95.5860163,41
1023888,4747,33.13936188,-96.80742417,3
262807,832,34.02035503,-118.4527814,9
1034376,4781,32.82221858,-96.78742647,3
211804,657,43.65878308,-79.3881619,33
116999,392,39.01473452,-94.74463555,14
475682,1725,35.61146458,-97.4695015,25
550171,2236,38.92943413,-94.40878906,14
616023,2617,34.41410625,-118.5580399,9
397191,1359,43.65506814,-79.43548096,33
29066,130,37.38873208,-121.98412979999999,5
451285,1591,35.13335176,-89.96103287,39
691440,2971,33.72461737,-117.7927111,9
637511,2713,30.30961278,-97.96101295,49
776008,3295,37.3302027,-121.9120321,5
526306,2056,21.29105133,-157.75540690000003,4
403839,1388,40.05396983,-82.91517542,34
582131,2366,32.81333375,-79.86748955,42
246709,763,38.864156099999995,-77.060613,20
210632,652,37.30655207,-121.81180520000001,5
592063,2436,28.41704133,-81.58122182,22
834216,3475,29.95811267,-90.06400997,24
909594,4055,30.30791464,-97.75055006,49
718662,3105,33.15385937,-96.8591371,3
702120,3012,35.5649708,-97.5482862,25
6262,23,42.68350508,-73.83959388,1
109072,362,35.53081805,-97.57747675,25
840556,3493,30.00190885,-95.58453109999999,41
1026731,4753,41.61899917,-87.85093131,17
656998,2809,29.56439972,-95.28650665,41
649527,2771,39.85584588,-86.39338333,34
238780,739,35.01796132,-85.27308225,32
382885,1307,37.3235714,-121.9748652,5
811708,3401,40.75244174,-73.98563862,1
559306,2280,34.19611435,-118.3539104,9
48595,183,61.19590277,-149.9055301,19
908886,4039,40.73674647,-73.98914337,1
1036980,4785,51.52303691,-0.124282837,2
477825,1738,32.83598952,-96.77485228,3
648477,2765,37.69745818,-121.77269479999998,5
63515,224,30.22038197,-93.17047033,41
196584,588,30.26712937,-97.74370987,49
892060,3870,30.20155733,-97.66712666,49
475707,1725,35.63798192,-97.55061812,25
572634,2355,37.80820203,-122.41652890000002,5
28241,125,32.79441776,-96.80000067,3
221446,687,41.8103224,-73.14326584,1
250708,779,40.01680412,-105.2807862,8
437922,1516,33.30204982,-111.900077,0
347566,1174,30.27379487,-97.76382448,49
798392,3364,38.580288200000005,-92.24819338,14
65121,226,32.84391587,-96.91702175,3
79446,267,30.26866744,-97.75054336,49
931137,4251,37.78260468,-122.40760800000001,5
102428,346,47.64152287,-122.32591210000001,10
238580,739,34.75772518,-84.99931758,32
642190,2741,36.67691988,-96.27767003,25
444789,1546,40.70269462,-73.99667159999998,1
909038,4043,21.31706628,-157.9775295,4
314203,1014,29.73438365,-95.41804075,41
14497,77,40.75609165,-73.99025917,1
1011323,4686,28.59461285,-81.34851085,22
28037,125,33.77343092,-84.36132073,32
1001484,4657,32.86093498,-96.65917004,3
631745,2687,32.76427159,-117.2266531,46
760331,3242,38.57700237,-121.4822838,5
992652,4616,36.62322598,-95.14789939,37
965574,4489,37.31809172,-121.9512395,5
142198,460,35.90333845,-78.93270135,13
174067,535,30.26910295,-97.74939537,49
60157,218,35.60846762,-97.61968718,25
974180,4520,38.76759434,-9.096776247000001,45
1023363,4743,32.7543223,-97.33384487,3
747697,3207,38.36591797,-75.60011643,43
935780,4279,38.88089436,-94.75802422,14
511554,1967,43.07953707,-77.62221918,33
194346,584,35.46667442,-97.50889338,25
190467,578,40.75724587,-73.97527143,1
138408,447,39.05668212,-94.5956418,14
17726,94,32.94692115,-97.10025723,3
760408,3243,38.62490952,-76.91933334,20
720447,3109,29.87509885,-97.93400030000001,49
564935,2319,30.23369523,-97.78627025,49
346732,1174,31.52517198,-97.13225125,3
307520,993,26.45504087,-81.95403391,7
648854,2765,37.72274024,-121.94189070000002,5
894346,3901,29.98516611,-95.33938132,41
646260,2758,36.8704178,-75.97969253,20
903282,3982,35.34413288,-97.45633149999999,25
427505,1479,39.73344557,-75.56049943,43
55367,205,21.30359395,-157.85622949999998,4
32275,135,30.26351531,-97.74016857,49
1046429,4804,35.55618053,-97.63657093,25
80210,268,29.24066887,-94.87808735,41
12400,59,38.93522645,-77.07423398,20
786134,3332,37.99031420000001,-122.3080226,5
608446,2578,38.83850723,-77.08883168,20
138284,447,33.80910742,-117.92318300000001,9
614473,2613,37.79269371,-122.4001703,5
986122,4587,35.59406431,-82.5553949,32
563074,2305,33.83094331,-118.089155,9
41235,167,50.82617904,-0.138015747,2
1037492,4790,51.48441624,-0.149806738,2
313650,1011,34.06877518,-118.41123459999999,9
644130,2751,34.18184372,-117.322998,46
678236,2905,43.31843008,-79.91152155,33
819406,3427,39.76724048,-89.70947123,31
526015,2056,21.30114998,-157.8500926,4
469217,1689,34.1224584,-118.14821740000001,9
602323,2527,34.04739217,-118.44532930000001,9
900833,3955,34.024784600000004,-118.491042,9
4717,22,40.73343771,-74.00329471,1
581768,2366,33.99738683,-81.03819251,42
924452,4192,39.75491665,-105.2200561,8
740971,3180,38.80505637,-77.04629838,20
758786,3236,40.64388454,-73.7828064,1
802636,3382,31.330586600000004,-89.34866447,24
10659,53,37.68260112,-122.4873169,5
451621,1594,18.41530745,-66.05066299,23
513357,1976,40.72203874,-74.00422812,1
109333,363,37.75535441,-122.4196672,5
49367,185,41.08199524,-111.9796258,28
344239,1154,34.07043574,-84.30813789,32
927110,4216,30.27103615,-97.75418209,49
126106,416,37.76045626,-122.4165591,5
143575,469,47.61909517,-122.3513889,10
438490,1518,51.50537498,-0.11697930000000001,2
541972,2193,37.32350253,-121.96752190000001,5
982651,4559,37.77475448,-122.2240783,5
499613,1886,51.58728025,-0.164169309,2
917593,4141,32.72559713,-97.3616495,3
760602,3243,38.62920417,-76.90977588,20
130174,436,28.55041863,-81.58364772,22
247267,769,45.5125874,-122.6236868,36
824884,3442,39.74414598,-104.9878031,8
42085,170,33.6028766,-117.69206770000001,46
321418,1061,53.53366218,-113.61749679999998,29
888004,3833,30.40776998,-97.71328747,49
468173,1685,34.08377587,-118.2932716,9
1002697,4657,32.96536242,-96.64326317,3
231130,720,26.68848374,-80.0914371,7
745724,3206,30.26887893,-97.73611307,49
215029,668,33.8127024,-117.92033400000001,9
176198,540,35.86609707,-78.62031848,13
992976,4616,34.42281547,-119.7038041,9
785250,3328,30.1053071,-97.32676506,49
238615,739,21.2733288,-157.82310959999998,4
9932,53,36.10800212,-115.17407659999998,21
310509,1005,43.64789645,-79.39050311,33
781375,3312,36.33320848,-94.14917652,37
729737,3138,30.30711459,-97.7401042,49
229322,714,54.96164323,-1.603188515,27
376089,1282,32.08075215,-81.09570355,42
975895,4527,26.423308799999997,-80.095668,7
122269,406,39.04128672,-94.59412815,14
3932,18,33.13762513,-117.1891341,46
833203,3469,30.31197172,-89.32891375,24
734580,3158,39.20344639,-77.24842684,20
263772,834,26.16202845,-97.88835632,15
429628,1483,39.96139875,-84.16882396,34
904231,3988,30.18506942,-97.80230999,49
737146,3165,28.44959398,-81.33104499999999,22
910254,4058,39.91787868,-88.9592542,31
322556,1069,53.40651153,-2.986757755,27
210436,650,51.374756,-0.338872,2
119276,401,29.45544003,-98.69896173,49
27892,125,32.944325899999995,-96.83933828,3
95770,333,33.81110382,-117.9208679,9
431585,1488,29.953774499999998,-90.07278763,24
400625,1381,36.12715586,-115.1706541,21
85467,291,27.89484595,-82.74644852,22
517581,2009,34.12547783,-118.4796814,9
168371,523,38.25726035,-122.06505779999999,5
91624,323,30.29787099,-97.74139484,49
1003123,4660,38.94799683,-76.87192867,20
653998,2798,36.11327397,-115.1533577,21
837072,3480,40.7794865,-73.97786865,1
592897,2454,42.38880515,-71.11922263,26
276186,874,38.78549106,-77.01572528,20
177302,542,39.04401111,-94.59704876,14
777305,3295,37.80236256,-122.405827,5
307394,993,26.52836585,-81.75270379,7
759913,3240,42.22736353,-88.32078615,17
937030,4283,21.36644312,-157.93001669999998,4
105527,350,32.75252465,-97.32978175,3
548097,2211,28.49306648,-81.45798687,22
156222,491,32.87967628,-97.15677003,3
677472,2900,37.99301893,-122.11946699999999,5
115770,384,33.43128912,-111.93819520000001,0
732268,3155,30.46714198,-97.7657209,49
805398,3386,32.78031658,-96.76286267,3
765562,3253,42.33052905,-83.04564893,11
703926,3017,39.10021492,-84.51402258,34
238051,738,42.15384371,-71.65475249,26
341544,1148,33.87538616,-84.44772005,32
22051,111,40.76235527,-73.9683187,1
38737,159,37.78162873,-122.3939502,5
907090,4007,49.72379744,-112.80825049999999,29
637236,2711,45.54996613,-73.59250417,30
403801,1388,39.25900808,-84.33950452,34
686951,2957,38.99404967,-77.03219098,20
877681,3756,30.268696399999996,-97.7456148,49
778349,3299,32.9944811,-96.97594253,3
307845,993,35.97698167,-83.21416140000001,32
184549,568,30.271641100000004,-97.74311878,49
925132,4198,38.9283256,-94.66859937,14
324679,1075,40.02562792,-76.20242422,43
74473,248,38.87726903,-94.85033437,14
409779,1404,33.35064475,-84.12252477,32
92057,323,30.2920283,-97.69940175,49
563221,2305,33.81069223,-118.0988136,9
199804,605,30.31028602,-97.73985108,49
966397,4492,30.40223392,-86.85787187,16
625944,2659,40.75381604,-73.98361802,1
655158,2799,32.86036891,-97.32028601,3
483381,1766,42.99627183,-81.22557162,40
90417,319,45.52462285,-122.6819122,36
679706,2911,33.81612008,-117.852479,9
442172,1542,32.7840397,-96.79791429999999,3
502692,1920,32.84232726,-96.84858324,3
1027661,4753,41.74857982,-87.78489135,17
17109,89,29.95754957,-90.0619912,24
809726,3396,40.49828517,-80.25882157,40
149020,475,32.86715976,-96.93122984,3
293473,941,42.60962146,-83.12497597,11
632956,2696,33.63863258,-84.43714142,32
241019,743,32.14509487,-110.97252490000001,0
742321,3187,34.03047824,-118.00699350000001,9
103831,349,36.10091974,-95.92378941,25
707068,3042,36.21665439,-86.72863846,6
403394,1388,39.51062153,-84.7411108,34
931753,4256,37.40398458,-122.09813429999998,5
334912,1114,40.50784458,-88.95107389,31
59034,213,40.02288629,-105.25641019999999,8
20760,104,37.77366122,-122.4393308,5
386370,1325,33.0031284,-97.22177255,3
77822,266,30.26661515,-97.74860143,49
410483,1404,33.81909188,-84.23152697,32
829071,3454,42.35747759,-71.06349707,26
984898,4578,42.35646675,-71.06234908,26
594580,2472,47.60897872,-122.3402054,10
1036158,4785,51.51258858,-0.098490715,2
258862,819,30.2634154,-97.7440598,49
809988,3399,43.07033688,-76.17354606,30
944574,4321,32.89729949,-97.09146023,3
807581,3395,33.10379217,-96.67100787,3
385361,1321,41.07841,-81.4980833,40
368546,1256,21.28429595,-157.70677690000002,4
528511,2073,37.79943364,-122.4011707,5
1007771,4677,37.619171200000004,-122.3994149,5
958068,4453,37.39649713,-122.10254979999999,5
1028802,4761,32.80933725,-96.84003535,3
94459,329,39.1199541,-75.57158232,43
32295,135,30.31940523,-97.73855925,49
115079,382,53.07717792,-0.81009686,27
86677,302,30.39734588,-97.74777532,49
391873,1351,39.62722611,-78.83441448,20
302544,978,45.58920639,-122.5972939,36
235274,728,39.75501095,-105.00847549999999,8
874086,3742,30.25610882,-97.74634525,49
638016,2714,33.01054386,-97.02791333,3
79588,267,30.269992499999997,-97.75425553,49
914919,4103,41.28504892,-70.09842527,26
664722,2838,44.85358429,-93.24111938,12
57218,209,30.29208957,-97.7026391,49
685385,2947,42.04667208,-88.03752886,17
564109,2313,35.52242517,-97.5457567,25
108160,360,40.24530029,-111.652771,28
93809,328,30.4816903,-97.83415928,49
706373,3038,33.77441448,-84.36166808,32
823715,3440,36.02958892,-115.0856534,21
558082,2276,40.60700552,-111.9972243,28
905107,3999,45.50193302,-73.56204987,30
784989,3328,28.04830818,-97.04269775,15
434841,1508,41.97929501,-87.90882003,17
761807,3245,33.970680200000004,-118.4193563,9
708304,3050,33.80927295,-117.92538400000001,9
100167,341,39.79368278,-76.97674334,20
165514,520,33.454643,-88.81006778,16
123511,408,28.59964153,-81.20198965,22
790286,3342,34.85459038,-82.4076025,32
802645,3382,34.36592967,-89.51871463,39
975785,4527,28.3749197,-81.55082703,22
626380,2660,30.24856761,-97.74999121,49
964200,4486,38.00870716,-87.49234783,6
630570,2685,38.85053711,-77.04102516,20
24323,116,30.31028602,-97.73985108,49
85900,291,28.08158854,-82.40376949,22
715517,3087,48.45423367,-123.39497539999999,10
403755,1388,39.13198258,-84.46130968,34
986238,4587,34.85031526,-82.40638733,32
605445,2552,38.88953804,-94.66839552,14
136709,446,37.45300582,-122.1761283,5
125681,416,37.76462951,-122.39463149999999,5
848807,3557,30.46415115,-97.81866573,49
179674,551,32.755402600000004,-97.33187199,3
444114,1544,39.77358208,-86.15008593,34
868825,3698,42.36500255,-71.10273632,26
362820,1235,54.60399498,-5.875105232999999,44
800253,3379,32.78654938,-96.80065797,3
339693,1146,36.01822907,-115.2602672,21
817414,3423,33.7534138,-111.9916902,0
317924,1045,33.73264091,-97.15373928,3
207913,635,43.61068801,-116.20928359999999,38
717592,3102,27.8916618,-82.65913540000001,22
863742,3667,30.26546129,-97.74818301,49
348761,1176,36.10668568,-115.29804579999998,21
102981,346,38.941578299999996,-95.30544162,14
168463,523,40.77170187,-73.86584759,1
104156,350,30.26803734,-97.74932027,49
691495,2971,33.78276457,-117.8678274,9
896833,3925,29.75308642,-95.41049548,41
215605,668,34.13593113,-118.2161344,9
198870,599,38.89646057,-77.03124046,20
789170,3340,32.676042800000005,-97.41855932,3
728134,3129,47.65160132,-122.3765104,10
414200,1414,35.02629348,-85.55739562,32
747183,3207,38.67043655,-75.59322053,43
38746,159,37.77539928,-122.4095861,5
255045,792,36.49042089,-4.95229125,18
1019660,4730,33.94326143,-83.46469447,32
915220,4103,30.27073378,-97.753703,49
836350,3478,40.75019619,-73.99195251,1
536832,2144,53.47507705,-2.241556683,27
572018,2355,32.71547669,-117.1363807,46
384466,1313,37.29297465,-122.03173020000001,5
210711,653,37.38394148,-121.9187844,5
213179,661,51.51632922,-0.10176837400000001,2
312781,1010,28.49103211,-81.43114686,22
491556,1810,40.72875478,-73.99543047,1
313289,1010,28.47437989,-81.45081347,22
874979,3747,27.531603999999998,-99.4711945,15
88279,312,30.20155733,-97.66712666,49
350346,1180,32.87104448,-96.67898698,3
648601,2765,37.69447058,-121.7460868,5
183617,560,30.27136802,-97.74003982,49
949958,4380,40.75690638,-73.97172006,1
391740,1351,42.5200386,-71.0927302,26
92539,323,32.156197399999996,-110.9875624,0
140856,457,40.78292986,-73.95898461,1
375861,1282,39.06215758,-94.59058052,14
25589,119,26.19139483,-80.1387622,7
1019043,4729,37.76775038,-122.3939003,5
456748,1622,34.17486717,-118.84576740000001,9
420380,1440,21.33207517,-157.91816599999999,4
459159,1638,40.25854467,-75.88097292,43
387850,1335,53.42799766,-6.239719391,44
796917,3360,32.47373327,-96.97792858,3
94842,332,37.535676,-122.2450743,5
339065,1144,34.06403301,-83.98671277,32
670677,2870,35.78047514,-78.63991678,13
1041152,4794,30.26368211,-97.78581977,49
362975,1237,38.94995765,-76.86538047,20
528226,2071,40.53242715,-88.99793747,31
149606,475,32.79685827,-96.82901782,3
320003,1052,33.130615999999996,-117.119251,46
728305,3129,47.61153012,-122.3368943,10
175435,539,30.24485972,-97.75716305,49
421101,1440,47.91448298,-122.28370530000001,10
322198,1069,52.531775100000004,-2.090161583,27
267940,849,38.22222624,-122.64538590000002,5
533179,2106,36.29233702,-95.83888245,25
844578,3522,40.69124687,-74.17951584,1
803106,3383,29.98779857,-95.33935547,41
962982,4478,37.9256574,-122.0164561,5
351763,1186,30.24710468,-97.77454753,49
904022,3988,30.21550348,-97.83969615,49
440923,1532,33.84515042,-84.50334622,32
157638,494,37.34995703,-121.99372340000002,5
312592,1010,28.37018079,-81.55649185,22
932817,4258,43.08648359,-77.66118741,33
627208,2661,43.04991743,-87.91159987,17
3574,17,35.11701914,-89.94436026,39
1008917,4678,30.26725434,-97.73944438,49
849120,3559,32.83803556,-96.77384188,3
966153,4489,37.12799834,-121.6527557,5
533582,2112,32.14551108,-106.6498631,47
103940,350,30.26803734,-97.74932027,49
1017570,4717,32.6808971,-97.1146667,3
1024927,4749,41.88172753,-87.64134049,17
267378,847,42.95836981,-88.10719728,17
666495,2845,33.09884,-96.81118011,3
833961,3475,29.9939719,-81.67951203,22
47854,180,30.44168107,-97.74259329,49
525636,2053,33.81490735,-117.91853390000001,9
522701,2040,39.95027979,-75.16655266,43
750383,3222,32.67834442,-97.04042737,3
886514,3819,37.6768295,-122.38458359999998,5
500360,1897,37.52279706,-122.2550869,5
781671,3313,38.43542218,-78.84614646,20
384916,1317,43.10471127,-77.54186472,33
68280,241,47.62689051,-117.3742175,38
60997,219,35.4675901,-97.61399905,25
744705,3205,31.0727027,-97.36918133,49
479012,1745,34.02546037,-118.27739609999999,9
598019,2497,35.39589691,-97.59651947,25
91306,322,41.9653809,-87.83633708,17
823615,3440,40.58466262,-105.0775067,8
152861,486,32.94359922,-97.13160752,3
8597,40,40.75625306,-73.99418759,1
639196,2721,30.20155733,-97.66712666,49
286701,909,33.10577386,-96.81846499,3
110185,366,30.24534943,-97.75690733,49
724393,3123,40.5033008,-88.99445057,31
438623,1518,50.82829685,-0.138959885,2
669365,2861,33.5086292,-112.02768789999999,0
77658,266,30.28481525,-97.77406655,49
667246,2847,41.58646165,-93.60987109999999,14
106177,354,29.71371523,-98.15578959999999,49
627225,2661,43.32284602,-87.92110668,17
621544,2638,41.78744102,-87.74488449,17
113829,381,32.91217541,-97.31650666,3
882099,3776,30.26705975,-97.74454057,49
307648,993,26.45279453,-81.9565165,7
526909,2062,43.60936423,-116.28579009999999,38
986458,4587,30.26253215,-97.7393244,49
181634,555,20.87514488,-156.6797584,4
108183,360,33.94353796,-118.40716840000002,9
373669,1274,33.75660942,-84.34657931,32
699314,3006,34.14298661,-118.3972737,9
125468,414,35.67050198,-105.9507,47
219551,680,21.30867733,-157.8612834,4
671402,2875,40.43191655,-80.0072727,40
853948,3591,29.42623553,-98.49776387,49
782011,3313,38.89480412,-77.27334738,20
469684,1695,32.94051153,-97.08749718,3
970385,4501,35.84108176,-78.68039131,13
1040632,4793,42.54100271,-70.94434261,26
650859,2780,29.77621048,-95.38278632,41
1002224,4657,32.93391118,-96.75329585,3
521333,2029,30.26784275,-97.7367568,49
876514,3756,47.62018413,-122.3516456,10
655460,2800,29.42509547,-98.49084377,49
50554,190,41.97802863,-87.90367126,17
